delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-45.000000								error: T SSCS does not start with ±1: [-2, -2, -1, -1]
-1.447368	-45.000000								error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.394737	-45.000000								error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.342105	-45.000000								error: T SSCS does not start with ±1: [-2, -2, -1, -1]
-1.289474	-45.000000								error: T SSCS does not start with ±1: [-2, -2, -2, -2]
-1.236842	-45.000000								error: T SSCS does not start with ±1: [-2, -2, -1, -1]
-1.184211	-45.000000								error: T SSCS does not start with ±1: [-2, -3, -1, -1]
-1.131579	-45.000000	-46.117356	0.817412	full	4184	47244	1,-2,-1,-1	17,2,-2,-1	ok
-1.078947	-45.000000	-46.228125	0.811171	full	2595779	925447	1,-2,-2,-2	-17,0,-3,1	ok
-1.026316	-45.000000	-46.159771	0.801572	continued:5	397092228947279	4917	1,-2,0,-8	-17,-1,-1,-1	ok
-0.973684	-45.000000	-46.450827	0.798779	full	49058865701	13246141197	1,1,16,-2	-17,-3,-16,-1	ok
-0.921053	-45.000000	-46.389564	0.789256	continued:5	6073728218	10283142313	1,-2,0,-4	16,2,-16,0	ok
-0.868421	-45.000000	-46.675760	0.786462	full	699473501	7847727089	1,1,3,-3	16,1,-16	ok
-0.815789	-45.000000	-46.627297	0.777025	continued:5	3580318732958565883	32266351247405316297	1,2,1,-14	-16,-1,-3,-16	ok
-0.763158	-45.000000	-46.903468	0.774232	full	29795078693126719909	219189422	1,-1,0,-16	-16,-3,6,-2	ok
-0.710526	-45.000000	-46.873408	0.764883	continued:5	29294696596763900938	5971113809	1,2,15,15	-16,15,-15	ok
-0.657895	-45.000000	-47.134310	0.762089	full	9728	140685	1,0,0,1	15,-15,-1	ok
-0.605263	-45.000000	-47.126388	0.752669	continued:5	10682676213645507751	7910367061	1,-4,-1,-15	-15,-1,-15,-1	ok
-0.552632	-45.000000	-47.368505	0.749876	full	17505644030684069780	1160392822549	-1,-1,-15,-15	-15,-2,-15,-4	ok
-0.500000	-45.000000								error: T SSCS does not start with ±1: [-2, -3, -15, -15]
