delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-34.473684	-47.780663	0.828143	full	3374964376952	4162	-1,0,0,0,0,0,0	12,0,0,0,0	ok
-1.447368	-34.473684	-42.387376	0.788068	continued:5	250197263	4162	1,0,0,1,0,0	12,0,0,0,0	ok
-1.394737	-34.473684	-43.892583	0.785274	continued:5	4538138813	4162	1,0,0,0,0,-1	12,0,0,0,0	ok
-1.342105	-34.473684	-45.013313	0.782481	continued:5	2600339	4162	-1,0,0,0,0,0	12,0,0,0,0	ok
-1.289474	-34.473684	-45.948147	0.779688	continued:5	75198304256634	24820476980	-1,-1,0,-4,0,-1	-12,0,0,-1,0,-1	ok
-1.236842	-34.473684	-46.748700	0.782481	continued:5	6742063119145033	119844043387	1,-7,0,-9,0	-12,0,1,2,1	ok
-1.184211	-34.473684	-47.378718	0.779688	continued:5	8816320031783174	2084793150463625293	1,4,-2,7,1	-12,-1,0,11,1	ok
-1.131579	-34.473684	-47.911019	0.776894	continued:5	1357980840151	76662014927974727	1,3,11,4	-12,10,-2,-11	ok
-1.078947	-34.473684	-48.351985	0.774101	continued:5	274305144765856139	741336742	1,3,11,11	-12,11,11	ok
-1.026316	-34.473684	-48.708631	0.771308	full	274504747543555374	741298238	-1,-7,11,11	11,11,11	ok
-0.973684	-34.473684	-42.158929	0.723121	continued:5	137520058369471127	274761556251461169	-1,-11,-11,-11	11,11,11,11	ok
-0.921053	-34.473684	-44.263635	0.725914	continued:5	274761541425496159	274761556251461169	1,11,11,11	11,11,11,11	ok
-0.868421	-34.473684	-45.594187	0.723121	continued:5	274761541425496159	274761556251461169	1,11,11,11	11,11,11,11	ok
-0.815789	-34.473684	-46.645098	0.720327	continued:5	274761540684197919	274761556251461169	-1,11,11,11	11,11,11,11	ok
-0.763158	-34.473684	-47.498053	0.721370	continued:5	37746956396862430786539214386076205	274761556251461169	-1,11,11,11,11	11,11,11,11	ok
-0.710526	-34.473684	-48.150285	0.724163	continued:5	9455884669399191798404411243691178	137520069382767449	1,-11,-11,-11,-11	11,-11,-11,-11	ok
-0.657895	-34.473684	-48.618165	0.721370	continued:5	9455884669399191798404411243691178	137520068858324757	1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.605263	-34.473684	-48.982725	0.718577	continued:5	9455884669399191798404411243691178	137520068858324757	1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.552632	-34.473684	-49.258577	0.715783	continued:5	9455884669399191660884342385366419	137520068858324757	-1,-11,-11,-11,-11	-11,-11,-11,-11	ok
-0.500000	-34.473684	-49.459131	0.712990	full	9455884669399191660884342385366419	137520068858324757	-1,-11,-11,-11,-11	-11,-11,-11,-11	ok
