time	time_seconds	lambda1_nats_per_second	full_sscs_lz76_nats_per_second	full_sscs_lz76_bits_per_second	n_symbols_total	n_symbols_discarded	n_symbols_used	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10000	10	0.530403999366	NaN	NaN	1	105	0	0	0	NaN
20000	20	0.387763424613	NaN	NaN	2	105	0	0	0	NaN
30000	30	0.365287265887	NaN	NaN	3	105	0	0	0	NaN
40000	40	0.316300686778	NaN	NaN	4	105	0	0	0	NaN
50000	50	0.340380518654	NaN	NaN	5	105	0	0	0	NaN
60000	60	0.313930655551	NaN	NaN	6	105	0	0	0	NaN
70000	70	0.30066297219	NaN	NaN	6	105	0	0	0	NaN
80000	80	0.317717389117	NaN	NaN	7	105	0	0	0	NaN
90000	90	0.277732315754	NaN	NaN	8	105	0	0	0	NaN
100000	100	0.262791898183	NaN	NaN	9	105	0	0	0	NaN
110000	110	0.263176044022	NaN	NaN	11	105	0	0	0	NaN
120000	120	0.270782949154	NaN	NaN	11	105	0	0	0	NaN
130000	130	0.264224352673	NaN	NaN	13	105	0	0	0	NaN
140000	140	0.272690106486	NaN	NaN	14	105	0	0	0	NaN
150000	150	0.263424859112	NaN	NaN	15	105	0	0	0	NaN
160000	160	0.261595014949	NaN	NaN	16	105	0	0	0	NaN
170000	170	0.268255015935	NaN	NaN	17	105	0	0	0	NaN
180000	180	0.279282416805	NaN	NaN	18	105	0	0	0	NaN
190000	190	0.284990698758	NaN	NaN	19	105	0	0	0	NaN
200000	200	0.265569720556	NaN	NaN	20	105	0	0	0	NaN
210000	210	0.267189136422	NaN	NaN	21	105	0	0	0	NaN
220000	220	0.261187257344	NaN	NaN	23	105	0	0	0	NaN
230000	230	0.266045696572	NaN	NaN	24	105	0	0	0	NaN
240000	240	0.283968135968	NaN	NaN	24	105	0	0	0	NaN
250000	250	0.253669724141	NaN	NaN	26	105	0	0	0	NaN
260000	260	0.246940267269	NaN	NaN	27	105	0	0	0	NaN
270000	270	0.23841048766	NaN	NaN	27	105	0	0	0	NaN
280000	280	0.238267607355	NaN	NaN	29	105	0	0	0	NaN
290000	290	0.230236095928	NaN	NaN	30	105	0	0	0	NaN
300000	300	0.228830386414	NaN	NaN	31	105	0	0	0	NaN
310000	310	0.23900410168	NaN	NaN	32	105	0	0	0	NaN
320000	320	0.246595777743	NaN	NaN	33	105	0	0	0	NaN
330000	330	0.246403308582	NaN	NaN	35	105	0	0	0	NaN
340000	340	0.238636157764	NaN	NaN	36	105	0	0	0	NaN
350000	350	0.239907013618	NaN	NaN	37	105	0	0	0	NaN
360000	360	0.246230163986	NaN	NaN	38	105	0	0	0	NaN
370000	370	0.241097126137	NaN	NaN	39	105	0	0	0	NaN
380000	380	0.24091347274	NaN	NaN	41	105	0	0	0	NaN
390000	390	0.240315129382	NaN	NaN	42	105	0	0	0	NaN
400000	400	0.239505982218	NaN	NaN	43	105	0	0	0	NaN
410000	410	0.249493653059	NaN	NaN	44	105	0	0	0	NaN
420000	420	0.242173242065	NaN	NaN	45	105	0	0	0	NaN
430000	430	0.245262907523	NaN	NaN	46	105	0	0	0	NaN
440000	440	0.244320581867	NaN	NaN	48	105	0	0	0	NaN
450000	450	0.243275432518	NaN	NaN	49	105	0	0	0	NaN
460000	460	0.241142507682	NaN	NaN	50	105	0	0	0	NaN
470000	470	0.242495276757	NaN	NaN	51	105	0	0	0	NaN
480000	480	0.2495110839	NaN	NaN	52	105	0	0	0	NaN
490000	490	0.246686950688	NaN	NaN	53	105	0	0	0	NaN
500000	500	0.245572672091	NaN	NaN	54	105	0	0	0	NaN
510000	510	0.24408013427	NaN	NaN	56	105	0	0	0	NaN
520000	520	0.244434036478	NaN	NaN	57	105	0	0	0	NaN
530000	530	0.239063933536	NaN	NaN	58	105	0	0	0	NaN
540000	540	0.238184740687	NaN	NaN	59	105	0	0	0	NaN
550000	550	0.235160081015	NaN	NaN	60	105	0	0	0	NaN
560000	560	0.241786859146	NaN	NaN	60	105	0	0	0	NaN
570000	570	0.24380775589	NaN	NaN	61	105	0	0	0	NaN
580000	580	0.237847329632	NaN	NaN	62	105	0	0	0	NaN
590000	590	0.238441637022	NaN	NaN	63	105	0	0	0	NaN
600000	600	0.239781410224	NaN	NaN	65	105	0	0	0	NaN
610000	610	0.238363832759	NaN	NaN	66	105	0	0	0	NaN
620000	620	0.238746190454	NaN	NaN	67	105	0	0	0	NaN
630000	630	0.232681037288	NaN	NaN	68	105	0	0	0	NaN
640000	640	0.231953715504	NaN	NaN	69	105	0	0	0	NaN
650000	650	0.230807589993	NaN	NaN	70	105	0	0	0	NaN
660000	660	0.233657215851	NaN	NaN	71	105	0	0	0	NaN
670000	670	0.237210539077	NaN	NaN	72	105	0	0	0	NaN
680000	680	0.236927951527	NaN	NaN	72	105	0	0	0	NaN
690000	690	0.244882415985	NaN	NaN	73	105	0	0	0	NaN
700000	700	0.23699592949	NaN	NaN	75	105	0	0	0	NaN
710000	710	0.236555519873	NaN	NaN	76	105	0	0	0	NaN
720000	720	0.23532811034	NaN	NaN	77	105	0	0	0	NaN
730000	730	0.236712939313	NaN	NaN	79	105	0	0	0	NaN
740000	740	0.240808780159	NaN	NaN	79	105	0	0	0	NaN
750000	750	0.239155684363	NaN	NaN	81	105	0	0	0	NaN
760000	760	0.23765294004	NaN	NaN	82	105	0	0	0	NaN
770000	770	0.233289419706	NaN	NaN	82	105	0	0	0	NaN
780000	780	0.2333187575	NaN	NaN	84	105	0	0	0	NaN
790000	790	0.234565471122	NaN	NaN	85	105	0	0	0	NaN
800000	800	0.233369035075	NaN	NaN	85	105	0	0	0	NaN
810000	810	0.233177002804	NaN	NaN	87	105	0	0	0	NaN
820000	820	0.23413333593	NaN	NaN	88	105	0	0	0	NaN
830000	830	0.237238179416	NaN	NaN	89	105	0	0	0	NaN
840000	840	0.242728874576	NaN	NaN	90	105	0	0	0	NaN
850000	850	0.234137758254	NaN	NaN	91	105	0	0	0	NaN
860000	860	0.239311220293	NaN	NaN	92	105	0	0	0	NaN
870000	870	0.237580331586	NaN	NaN	93	105	0	0	0	NaN
880000	880	0.244213448062	NaN	NaN	94	105	0	0	0	NaN
890000	890	0.239558351799	NaN	NaN	95	105	0	0	0	NaN
900000	900	0.236227367426	NaN	NaN	96	105	0	0	0	NaN
910000	910	0.236585399245	NaN	NaN	98	105	0	0	0	NaN
920000	920	0.237702064206	NaN	NaN	99	105	0	0	0	NaN
930000	930	0.239042465698	NaN	NaN	99	105	0	0	0	NaN
940000	940	0.239521973061	NaN	NaN	101	105	0	0	0	NaN
950000	950	0.237402114878	NaN	NaN	102	105	0	0	0	NaN
960000	960	0.238973230285	NaN	NaN	102	105	0	0	0	NaN
970000	970	0.237018846572	NaN	NaN	104	105	0	0	0	NaN
980000	980	0.238300359188	NaN	NaN	104	105	0	0	0	NaN
990000	990	0.239146830515	NaN	NaN	105	105	0	0	0	NaN
1000000	1000	0.235258717383	NaN	NaN	106	105	1	0	0	NaN
1010000	1010	0.233926406588	0.0868594119331	0.12531164285	107	105	2	2	2	7.98010446
1020000	1020	0.234098031851	0.169563808291	0.244628865335	109	105	4	3	4	8.17565007
1030000	1030	0.232275360591	0.15499765225	0.223614344251	110	105	5	4	4	8.306902145
1040000	1040	0.23296807464	0.181089488385	0.26125690685	111	105	6	4	5	8.245276434
1050000	1050	0.234421325202	0.165090098596	0.238174666544	112	105	7	4	5	8.41925610667
1060000	1060	0.233438631716	0.141215622418	0.203731078158	113	105	8	5	5	9.20330868
1070000	1070	0.232097992886	0.163478095576	0.235849037782	114	105	9	5	6	8.9603220525
1080000	1080	0.232777722584	0.154593506067	0.223031284557	115	105	10	5	6	8.93666940444
1090000	1090	0.231966347509	0.163305827375	0.235600507302	116	105	11	6	7	9.344022684
1100000	1100	0.231161886425	0.176014151703	0.253934743788	117	105	12	7	8	9.41176841273
1110000	1110	0.232414880269	0.189861828096	0.273912717848	118	105	13	7	9	9.35277084583
1120000	1120	0.232890107846	0.203817650525	0.294046713657	119	105	14	7	10	9.24866391538
1130000	1130	0.23361468641	0.19511247878	0.281487805552	120	105	15	7	10	9.25295405
1140000	1140	0.23065510414	0.180145917033	0.259895621139	121	105	16	7	10	9.61924633067
1150000	1150	0.233805926055	0.188403039103	0.271808130202	122	105	17	8	11	9.73049958187
1160000	1160	0.236559006433	0.188403039103	0.271808130202	122	105	17	8	11	9.73049958187
1170000	1170	0.238187416456	0.195223546863	0.281648042924	123	105	18	9	12	9.87029759588
1180000	1180	0.236114393511	0.200998479909	0.289979510191	124	105	19	10	13	10.0230416894
1190000	1190	0.234196184272	0.210875978136	0.304229727899	125	105	20	10	14	9.94429337105
1200000	1200	0.235176775929	0.216018929568	0.311649438426	127	105	22	10	15	9.75622344619
1210000	1210	0.233903824197	0.211375357767	0.304950180416	128	105	23	10	15	9.67420021773
1220000	1220	0.234271839489	0.20616938697	0.297439552165	129	105	24	10	15	9.63423170217
1230000	1230	0.232587753766	0.210014719776	0.302987194734	130	105	25	10	16	9.80921970667
1240000	1240	0.234043183128	0.210014719776	0.302987194734	130	105	25	10	16	9.80921970667
