time	time_seconds	lambda1_nats_per_second	full_sscs_lz76_nats_per_second	full_sscs_lz76_bits_per_second	n_symbols_total	n_symbols_discarded	n_symbols_used	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10000	10	0.678026556778	NaN	NaN	1	104	0	0	0	NaN
20000	20	0.578465662449	NaN	NaN	2	104	0	0	0	NaN
30000	30	0.323281532968	NaN	NaN	3	104	0	0	0	NaN
40000	40	0.277836433277	NaN	NaN	4	104	0	0	0	NaN
50000	50	0.284880600648	NaN	NaN	5	104	0	0	0	NaN
60000	60	0.199655525232	NaN	NaN	6	104	0	0	0	NaN
70000	70	0.208746438183	NaN	NaN	7	104	0	0	0	NaN
80000	80	0.227851978972	NaN	NaN	8	104	0	0	0	NaN
90000	90	0.233399643022	NaN	NaN	9	104	0	0	0	NaN
100000	100	0.202724130872	NaN	NaN	10	104	0	0	0	NaN
110000	110	0.214822022762	NaN	NaN	11	104	0	0	0	NaN
120000	120	0.214662848054	NaN	NaN	13	104	0	0	0	NaN
130000	130	0.20767556438	NaN	NaN	14	104	0	0	0	NaN
140000	140	0.227659481283	NaN	NaN	15	104	0	0	0	NaN
150000	150	0.227972584362	NaN	NaN	16	104	0	0	0	NaN
160000	160	0.206444676481	NaN	NaN	17	104	0	0	0	NaN
170000	170	0.213859212537	NaN	NaN	18	104	0	0	0	NaN
180000	180	0.220094089451	NaN	NaN	20	104	0	0	0	NaN
190000	190	0.217729424911	NaN	NaN	21	104	0	0	0	NaN
200000	200	0.217736940789	NaN	NaN	22	104	0	0	0	NaN
210000	210	0.208628141241	NaN	NaN	23	104	0	0	0	NaN
220000	220	0.214942342314	NaN	NaN	25	104	0	0	0	NaN
230000	230	0.198484058012	NaN	NaN	25	104	0	0	0	NaN
240000	240	0.19519131581	NaN	NaN	26	104	0	0	0	NaN
250000	250	0.199815770066	NaN	NaN	28	104	0	0	0	NaN
260000	260	0.201425870888	NaN	NaN	29	104	0	0	0	NaN
270000	270	0.203072462543	NaN	NaN	30	104	0	0	0	NaN
280000	280	0.208251934477	NaN	NaN	31	104	0	0	0	NaN
290000	290	0.20707791334	NaN	NaN	31	104	0	0	0	NaN
300000	300	0.216630116897	NaN	NaN	32	104	0	0	0	NaN
310000	310	0.210769531956	NaN	NaN	34	104	0	0	0	NaN
320000	320	0.214743509722	NaN	NaN	34	104	0	0	0	NaN
330000	330	0.210259386005	NaN	NaN	35	104	0	0	0	NaN
340000	340	0.209313075943	NaN	NaN	37	104	0	0	0	NaN
350000	350	0.210256540031	NaN	NaN	38	104	0	0	0	NaN
360000	360	0.211153719831	NaN	NaN	39	104	0	0	0	NaN
370000	370	0.208900641254	NaN	NaN	40	104	0	0	0	NaN
380000	380	0.211815439352	NaN	NaN	41	104	0	0	0	NaN
390000	390	0.213242942485	NaN	NaN	42	104	0	0	0	NaN
400000	400	0.213067820725	NaN	NaN	42	104	0	0	0	NaN
410000	410	0.211488794932	NaN	NaN	43	104	0	0	0	NaN
420000	420	0.219178870613	NaN	NaN	45	104	0	0	0	NaN
430000	430	0.221529825999	NaN	NaN	45	104	0	0	0	NaN
440000	440	0.218824608903	NaN	NaN	46	104	0	0	0	NaN
450000	450	0.216944395247	NaN	NaN	48	104	0	0	0	NaN
460000	460	0.219747927404	NaN	NaN	49	104	0	0	0	NaN
470000	470	0.223624540397	NaN	NaN	50	104	0	0	0	NaN
480000	480	0.227953772217	NaN	NaN	51	104	0	0	0	NaN
490000	490	0.226396064706	NaN	NaN	52	104	0	0	0	NaN
500000	500	0.233523088004	NaN	NaN	53	104	0	0	0	NaN
510000	510	0.22736291181	NaN	NaN	55	104	0	0	0	NaN
520000	520	0.226696461758	NaN	NaN	55	104	0	0	0	NaN
530000	530	0.223630320948	NaN	NaN	56	104	0	0	0	NaN
540000	540	0.223423041067	NaN	NaN	57	104	0	0	0	NaN
550000	550	0.227994248729	NaN	NaN	59	104	0	0	0	NaN
560000	560	0.23149544529	NaN	NaN	59	104	0	0	0	NaN
570000	570	0.231786405653	NaN	NaN	60	104	0	0	0	NaN
580000	580	0.229693715875	NaN	NaN	61	104	0	0	0	NaN
590000	590	0.22900533669	NaN	NaN	62	104	0	0	0	NaN
600000	600	0.235549157543	NaN	NaN	63	104	0	0	0	NaN
610000	610	0.232748293505	NaN	NaN	64	104	0	0	0	NaN
620000	620	0.239567974451	NaN	NaN	65	104	0	0	0	NaN
630000	630	0.236429406918	NaN	NaN	66	104	0	0	0	NaN
640000	640	0.236213841038	NaN	NaN	67	104	0	0	0	NaN
650000	650	0.237694356968	NaN	NaN	68	104	0	0	0	NaN
660000	660	0.230124564565	NaN	NaN	69	104	0	0	0	NaN
670000	670	0.230060691085	NaN	NaN	70	104	0	0	0	NaN
680000	680	0.229522727313	NaN	NaN	72	104	0	0	0	NaN
690000	690	0.23200301959	NaN	NaN	73	104	0	0	0	NaN
700000	700	0.232588850425	NaN	NaN	74	104	0	0	0	NaN
710000	710	0.236411252282	NaN	NaN	75	104	0	0	0	NaN
720000	720	0.236605976479	NaN	NaN	76	104	0	0	0	NaN
730000	730	0.23950704405	NaN	NaN	77	104	0	0	0	NaN
740000	740	0.237760746858	NaN	NaN	79	104	0	0	0	NaN
750000	750	0.238557256489	NaN	NaN	80	104	0	0	0	NaN
760000	760	0.234878116615	NaN	NaN	81	104	0	0	0	NaN
770000	770	0.239709606117	NaN	NaN	81	104	0	0	0	NaN
780000	780	0.239580745102	NaN	NaN	83	104	0	0	0	NaN
790000	790	0.24353708707	NaN	NaN	84	104	0	0	0	NaN
800000	800	0.245083356096	NaN	NaN	85	104	0	0	0	NaN
810000	810	0.243563167783	NaN	NaN	86	104	0	0	0	NaN
820000	820	0.2436426661	NaN	NaN	87	104	0	0	0	NaN
830000	830	0.244618234464	NaN	NaN	88	104	0	0	0	NaN
840000	840	0.237987107802	NaN	NaN	89	104	0	0	0	NaN
850000	850	0.234777648209	NaN	NaN	90	104	0	0	0	NaN
860000	860	0.235977178368	NaN	NaN	92	104	0	0	0	NaN
870000	870	0.240112661146	NaN	NaN	93	104	0	0	0	NaN
880000	880	0.238276167403	NaN	NaN	93	104	0	0	0	NaN
890000	890	0.238549852679	NaN	NaN	94	104	0	0	0	NaN
900000	900	0.235284383756	NaN	NaN	96	104	0	0	0	NaN
910000	910	0.236514260154	NaN	NaN	97	104	0	0	0	NaN
920000	920	0.235281693211	NaN	NaN	98	104	0	0	0	NaN
930000	930	0.234973862771	NaN	NaN	99	104	0	0	0	NaN
940000	940	0.235445323447	NaN	NaN	101	104	0	0	0	NaN
950000	950	0.235391955434	NaN	NaN	101	104	0	0	0	NaN
960000	960	0.23200411124	NaN	NaN	102	104	0	0	0	NaN
970000	970	0.231631097636	NaN	NaN	104	104	0	0	0	NaN
980000	980	0.232602061695	NaN	NaN	104	104	0	0	0	NaN
990000	990	0.232810045798	0.111341676391	0.160632084373	106	104	2	2	2	6.225406362
1000000	1000	0.23035538905	0.16679683081	0.240636960645	107	104	3	3	3	6.586529752
1010000	1010	0.231406101955	0.185438855756	0.267531717587	109	104	5	3	4	6.94326075675
1020000	1020	0.232839271182	0.185438855756	0.267531717587	109	104	5	3	4	6.94326075675
1030000	1030	0.233910290603	0.207813235821	0.299811124749	111	104	7	5	6	8.02606714783
1040000	1040	0.23522362338	0.207813235821	0.299811124749	111	104	7	5	6	8.02606714783
1050000	1050	0.229768869182	0.203594636771	0.293724972821	112	104	8	6	7	8.93693162957
1060000	1060	0.233975564971	0.221155286495	0.319059635093	113	104	9	6	8	8.83129923838
1070000	1070	0.232257174576	0.200956182086	0.289918487331	114	104	10	7	8	9.16651607967
1080000	1080	0.232331383412	0.208082305744	0.300199310593	116	104	12	7	9	8.95645586336
1090000	1090	0.234752964938	0.208082305744	0.300199310593	116	104	12	7	9	8.95645586336
1100000	1100	0.234185478354	0.212347274206	0.306352359443	117	104	13	8	10	9.29156248725
1110000	1110	0.233593264769	0.215700913541	0.311190638281	118	104	14	9	11	9.61305638746
1120000	1120	0.232978472137	0.223949333838	0.323090593339	119	104	15	9	12	9.67379595979
1130000	1130	0.233848124453	0.217488878215	0.31377012605	120	104	16	9	12	9.5611396718
1140000	1140	0.232413699224	0.227490494291	0.328199407963	121	104	17	9	13	9.52380413481
1150000	1150	0.238540749265	0.220969793006	0.318792024557	122	104	18	9	13	9.44695057924
1160000	1160	0.232107186931	0.223558278443	0.32252641966	123	104	19	9	14	9.70479210761
1170000	1170	0.232755016408	0.219706093553	0.316968891622	124	104	20	9	14	9.54462644879
1180000	1180	0.232581469492	0.222069671216	0.320378813396	125	104	21	9	15	9.79268745785
1190000	1190	0.233543289117	0.21765096686	0.314003970533	126	104	22	9	15	9.68306723319
1200000	1200	0.23343053102	0.223330255774	0.322197452486	127	104	23	10	16	9.76676160623
1210000	1210	0.234577879901	0.232163107745	0.334940564222	128	104	24	10	17	9.6962927703
1220000	1220	0.233660253998	0.221718150226	0.319871675806	129	104	25	11	17	9.87215326613
1230000	1230	0.232245512054	0.230996220011	0.333257101073	130	104	26	11	18	9.76468487428
1240000	1240	0.233896477538	0.226137516471	0.326247473571	131	104	27	11	18	9.71632045681
1250000	1250	0.23546316491	0.220056021753	0.317473731301	132	104	28	12	18	9.73448240026
1260000	1260	0.233886712496	0.224277831116	0.323564514733	133	104	29	12	19	9.83672494918
1270000	1270	0.233924065389	0.219636141221	0.31686797174	134	104	30	12	19	9.80754653162
1280000	1280	0.233106166104	0.227002018675	0.327494686615	135	104	31	12	20	9.75971768323
1290000	1290	0.231249663663	0.218613827018	0.315393084109	136	104	32	12	20	9.90827052797
