delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.247495	-33.000000	2396671765303013340784460486326580	6752688673565819	-1,0,9,0,-11	11,10,-1,9	ok
-1.247495	-32.973948	518687842284451490	14796030320494143	-1,0,9,-10,1	11,-10,0,-10	ok
-1.247495	-32.947896	913003268748367370	54263	-1,0,9,11,-1	11,-10,-1,0	ok
-1.247495	-32.921844	1117722839	1352442014	-1,0,-10,-1,0	11,9,11,-1	ok
-1.247495	-32.895792	531406444777266330121364752088315	245543858	-1,0,-10,0,10	11,9,-10	ok
-1.247495	-32.869739	2566901579166129041303203176821780	142215898114748528	-1,0,10,-1,-11	11,9,0,11	ok
-1.247495	-32.843687	12093388425232528442998865	2433124139	-1,0,10,1,-6	11,8,11,1	ok
-1.247495	-32.817635	12958067370952296264481600835545877	889089	-1,0,10,2,11	11,8,1,-1,0	ok
-1.247495	-32.791583	165309578150410820	669578693	-1,0,10,7,-2	11,7,-11,0	ok
-1.247495	-32.765531	274191135238749377	20078	-1,0,10,10,-1	11,-7,-1,0	ok
-1.247495	-32.739479	66523669472059877	1622477108	-1,0,10,10	11,6,-1,-3,0	ok
-1.247495	-32.713427	7237022302497516912605	306689739	-1,0,10,-11,3	11,5,10	ok
-1.247495	-32.687375	266381771633273714	69142670621292113	-1,0,10,-11,0	11,-5,0,-11	ok
-1.247495	-32.661323	266381771633273714	3059614403	-1,0,10,-11,0	11,4,10,-2	ok
-1.247495	-32.635271	266381771633273714	69122390834023674	-1,0,10,-11,0	11,-4,0,-11	ok
-1.247495	-32.609218	266381771633273714	1162704731	-1,0,10,-11,0	11,3,11,-1	ok
-1.247495	-32.583166	266381771633273714	290585756	-1,0,10,-11,0	11,3,-10,0	ok
-1.247495	-32.557114	266381771633273714	4538	-1,0,10,-11,0	11,3,-1,0	ok
-1.247495	-32.531062	959164297621823900	299594930017764453	-1,0,10,11,-1	11,-3,0,-11,-1	ok
-1.247495	-32.505010	983001784637056277	68889485993812028	-1,0,-11,11,-1	11,-3,-11,10	ok
-1.247495	-32.478958	532522937708164100	2904362103363	-1,0,-11,-11,-1	11,2,-11,-1,-2	ok
-1.247495	-32.452906	8880843527608200280851409915179965	94119636023	-1,0,-11,10,-11	11,2,10,3	ok
-1.247495	-32.426854	52013531368881836422790702	90503	-1,0,-11,10,5	11,2,-3,0	ok
-1.247495	-32.400802	7827776532867664920962677777659452	18123	-1,0,-11,9,-11	11,2,1,-1	ok
-1.247495	-32.374749	6063217504534015048361525485923860	146460340065091163	-1,0,-11,7,-11	11,-2,0,-11,0	ok
-1.247495	-32.348697	247019736154525421902760045252	299534022040207208	-1,0,-11,-5,-8	11,-2,0,-11,-1	ok
-1.247495	-32.322645	828238684794445648539766719071165	16009032359398904	-1,0,-11,3,10	11,-2,1,-10	ok
-1.247495	-32.296593	769926668509611242885893009535627	132974632494469373	-1,0,-11,-3,10	11,-2,10,-11	ok
-1.247495	-32.270541	29907062515571615504335186224395	558866006	-1,0,-11,2,9	11,1,-11,0	ok
-1.247495	-32.244489	51328881002	17596786178	-1,0,-11,-2,-1	11,1,-11,1,-1	ok
-1.247495	-32.218437	615734354008751017824973841378591742517577	137197650807587453	-1,0,-11,-2,-1,4	11,1,-11,-11	ok
-1.247495	-32.192385	664667040568536271620891435580652	132958071733921154	-1,0,-11,-2,10	11,1,10,-11	ok
-1.247495	-32.166333	2747618563643138038319683350329777	567558564	-1,0,-11,1,-11	11,1,10,-1	ok
-1.247495	-32.140281	2747618563643138038319683350329777	117125023176914303	-1,0,-11,1,-11	11,1,8,-11	ok
-1.247495	-32.114228	617251933982436413587596182584652	42073134306028181	-1,0,-11,1,10	11,1,-4,10	ok
-1.247495	-32.088176	617251933982436413587596182584652	511544	-1,0,-11,1,10	11,1,2,1	ok
-1.247495	-32.062124	617251933982436413587596182584652	35019690172729631	-1,0,-11,1,10	11,1,1,10	ok
-1.247495	-32.036072	129123134138652378483635231790902	262428	-1,0,-11,1,-10	11,1,1,-1,0	ok
-1.247495	-32.010020	4433444776030569877006339284500	104631	-1,0,-11,1,-9	11,-1,-1,-1,0	ok
-1.247495	-31.983968	147416762902724562401877875	71452878687101009	-1,0,-11,1,6	11,-1,-1,-11	ok
