delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_category_id	T_encoding	gamma_category_id	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-45.000000										error: T SSCS does not start with ±1: [-2, -2, -1, -1]
-1.447368	-45.000000										error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.394737	-45.000000										error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.342105	-45.000000										error: T SSCS does not start with ±1: [-2, -2, -1, -1]
-1.289474	-45.000000										error: T SSCS does not start with ±1: [-2, -2, -2, -2]
-1.236842	-45.000000										error: T SSCS does not start with ±1: [-2, -2, -1, -1]
-1.184211	-45.000000										error: T SSCS does not start with ±1: [-2, -3, -1, -1]
-1.131579	-45.000000	-46.117356	0.817412	full	12	4184	45	47244	1,-2,-1,-1	17,2,-2,-1	ok
-1.078947	-45.000000	-46.228125	0.811171	full	30	2595779	58	925447	1,-2,-2,-2	-17,0,-3,1	ok
-1.026316	-45.000000	-46.159771	0.801572	continued:5	66	397092228947279	34	4917	1,-2,0,-8	-17,-1,-1,-1	ok
-0.973684	-45.000000	-46.450827	0.798779	full	52	49058865701	108	13246141197	1,1,16,-2	-17,-3,-16,-1	ok
-0.921053	-45.000000	-46.389564	0.789256	continued:5	46	6073728218	106	10283142313	1,-2,0,-4	16,2,-16,0	ok
-0.868421	-45.000000	-46.675760	0.786462	full	39	699473501	104	7847727089	1,1,3,-3	16,1,-16	ok
-0.815789	-45.000000	-46.627297	0.777025	continued:5	150	3580318732958565883	179	32266351247405316297	1,2,1,-14	-16,-1,-3,-16	ok
-0.763158	-45.000000	-46.903468	0.774232	full	165	29795078693126719909	64	219189422	1,-1,0,-16	-16,-3,6,-2	ok
-0.710526	-45.000000	-46.873408	0.764883	continued:5	164	29294696596763900938	100	5971113809	1,2,15,15	-16,15,-15	ok
-0.657895	-45.000000	-47.134310	0.762089	full	15	9728	51	140685	1,0,0,1	15,-15,-1	ok
-0.605263	-45.000000	-47.126388	0.752669	continued:5	159	10682676213645507751	105	7910367061	1,-4,-1,-15	-15,-1,-15,-1	ok
-0.552632	-45.000000	-47.368505	0.749876	full	162	17505644030684069780	110	1160392822549	-1,-1,-15,-15	-15,-2,-15,-4	ok
-0.500000	-45.000000										error: T SSCS does not start with ±1: [-2, -3, -15, -15]
-1.500000	-43.684211	-45.453229	0.853103	continued:5	6	463	35	5116	1,-1,-1,0	-18,-1,-1,-1	ok
-1.447368	-43.684211	-45.744756	0.850309	full	2	89	16	1240	1,0,0,0	-18,-1,0,0	ok
-1.394737	-43.684211	-45.423377	0.837700	continued:5	3	151	28	3971	1,-1,0,0	17,-1,1,0	ok
