delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-39.736842	-43.060661	0.815578	continued:5	89	791	1,0,0,0	-15,0,0,0	ok
-1.447368	-39.736842	-44.046746	0.816079	continued:5	89	918	1,0,0,0	14,-1,0,0	ok
-1.394737	-39.736842	-44.812229	0.813286	continued:5	77	752	-1,0,0,0	14,0,0,0	ok
-1.342105	-39.736842	-45.472568	0.816079	continued:5	89	752	1,0,0,0	14,0,0,0	ok
-1.289474	-39.736842	-45.990306	0.813286	continued:5	89	752	1,0,0,0	14,0,0,0	ok
-1.236842	-39.736842	-46.441626	0.810492	continued:5	89	752	1,0,0,0	14,0,0,0	ok
-1.184211	-39.736842	-46.830090	0.807699	continued:5	89	752	1,0,0,0	14,0,0,0	ok
-1.131579	-39.736842	-47.158436	0.804906	full	9590	396458684893839	-1,0,0,1	-14,0,0,-8	ok
-1.078947	-39.736842	-46.440954	0.787345	continued:5	151	1989	1,-1,0,0	-14,-1,0,-1	ok
-1.026316	-39.736842	-46.898641	0.784552	continued:5	6414751283533	1908264331557734844	1,0,13,-5	-14,-13,0,13	ok
-0.973684	-39.736842	-47.281616	0.781758	continued:5	45752	537140	-1,0,-3,0	13,13,-2,-1	ok
-0.921053	-39.736842	-47.595407	0.778965	full	13241746952	1908264329604141064	-1,0,13,-2	13,-13,0,13	ok
-0.868421	-39.736842	-44.366438	0.736904	continued:5	185134	1930099489	1,-13,-1,-1	13,-13,-13	ok
-0.815789	-39.736842	-45.482058	0.734111	continued:5	12422111008	541294	1,12,-13,-2	13,11,3	ok
-0.763158	-39.736842	-46.373493	0.731318	continued:5	1860484471276924502	1642017446	-1,4,-13,-13	-13,-6,-13	ok
-0.710526	-39.736842	-47.100475	0.734111	continued:5	1862522110322978202	1908291506	-1,-13,-13,-13	-13,12,-13	ok
-0.657895	-39.736842	-47.635134	0.736904	continued:5	1862522112253015564	1862522156643875166	1,-13,-13,-13	-13,-13,-13,-13	ok
-0.605263	-39.736842	-48.009630	0.734111	continued:5	1862522112253015564	1862522156643875166	1,-13,-13,-13	-13,-13,-13,-13	ok
-0.552632	-39.736842	-48.301112	0.731318	continued:5	1862402202891664994	1862522156643875166	-1,12,-13,-13	-13,-13,-13,-13	ok
-0.500000	-39.736842	-48.520502	0.728524	full	1009021255905833795	1420631531	-1,12,12,12	-13,12,12	ok
